"linenum";"startnum";"endnum";"Name";"Name_1";"Shape_Leng";"type";"coordinates"
774;95;70;"中环西路";"中环西路";"227.241467639";"LineString";"48995.49390000105,20380.22619999945,48995.16649999842,20379.384199999273,48993.63170000166,20377.603700000793,48991.68039999902,20374.765599999577,48988.84230000153,20371.5727000013,48986.5362999998,20370.153599999845,48979.97309999913,20366.783300001174,48962.41200000048,20361.639100000262,48944.14139999822,20354.54369999841,48929.77320000157,20348.157900001854,48916.64669999853,20341.0625,48903.08229999989,20334.449400000274,48891.81289999932,20328.822999998927,48884.71750000119,20324.920499999076,48882.4001000002,20323.213899999857,48878.86560000107,20321.393100000918,48873.23460000008,20318.00250000134,48858.68910000101,20310.5522999987,48843.788800001144,20302.392599999905,48826.40509999916,20291.92689999938,48810.79520000145,20280.92909999937,48802.5764000006,20275.25279999897,48798.082600001246,20271.705099999905"
506;95;90;"直走";"西五路";"48.5097433556";"LineString";"48995.49390000105,20380.22619999945,49016.02019999921,20336.273200001568"
775;102;95;"直走";"中环西路";"37.0563451428";"LineString";"49032.403799999505,20383.517400000244,48995.49390000105,20380.22619999945"
507;98;102;"直走";"西五路";"48.3039059974";"LineString";"49052.889400001615,20339.77259999886,49032.403799999505,20383.517400000244"
126;185;191;"直走";"环湖路";"37.958721815";"LineString";"50500.85590000078,20361.780999999493,50524.89539999887,20391.157299999148"
283;284;191;"内环西路";"内环西路";"721.350005902";"LineString";"51099.90599999949,20348.553100001067,51073.81980000064,20320.94359999895,51043.544500000775,20290.477899998426,51008.699400000274,20260.58350000158,50982.61320000142,20240.01909999922,50955.955699998885,20224.024700000882,50933.67770000175,20213.742499999702,50900.35590000078,20201.175400000066,50861.13129999861,20192.41649999842,50843.42320000008,20189.17960000038,50823.23970000073,20189.370000001043,50805.24590000138,20191.401000000536,50778.33449999988,20193.432100001723,50767.764800000936,20194.772900000215,50755.44759999961,20196.593699999154,50747.09329999983,20197.66470000148,50737.34670000151,20198.949999999255,50721.387899998575,20200.66369999945,50700.07389999926,20207.411400001496,50673.83289999887,20218.014800000936,50654.3396999985,20228.832499999553,50636.13170000166,20240.507100000978,50619.423099998385,20252.717099998146,50603.3572999984,20265.891199998558,50589.00510000065,20279.92199999839,50575.188400000334,20295.34530000016,50560.30070000142,20314.088799998164,50551.30380000174,20326.834399998188,50543.37799999863,20337.759199999273,50534.80950000137,20352.325599998236,50528.490299999714,20364.964099999517,50522.79340000078,20377.16099999845,50521.74700000137,20384.860500000417,50524.89539999887,20391.157299999148"
155;188;162;"南二路";"南二路";"229.469997593";"LineString";"50496.75710000098,20395.94029999897,50494.31300000101,20390.01689999923,50490.23449999839,20386.07429999858,50483.028999999166,20379.27670000121,50471.33720000088,20368.944400001317,50460.596999999136,20359.699599999934,50449.0410999991,20349.095400001854,50436.26159999892,20337.67550000176,50420.62719999999,20320.40960000083,50409.34319999814,20308.98959999904,50400.64229999855,20299.609000001103,50391.80539999902,20289.95639999956,50385.82349999994,20283.838599998504,50378.754000000656,20275.81740000099,50375.21930000186,20271.33100000024,50366.11050000042,20260.04699999839,50359.99269999936,20252.025899998844,50354.14680000022,20244.276599999517,50346.80539999902,20234.216200001538,50341.80539999902,20228.03790000081"
284;188;185;"直走";"内环西路";"34.4043302201";"LineString";"50496.75710000098,20395.94029999897,50500.85590000078,20361.780999999493"
156;194;188;"直走";"南二路";"24.3954983306";"LineString";"50519.02789999917,20405.89779999852,50496.75710000098,20395.94029999897"
285;191;194;"直走";"内环西路";"15.8653678331";"LineString";"50524.89539999887,20391.157299999148,50519.02789999917,20405.89779999852"
549;62;53;"掉头";"星光下道";"55.2348854059";"LineString";"48552.142400000244,20412.53770000115,48551.5549999997,20411.612599998713,48522.53700000048,20365.907099999487"
550;70;62;"星光下道";"星光下道";"286.961398259";"LineString";"48798.082600001246,20271.705099999905,48793.35240000114,20270.04949999973,48788.85860000178,20269.33999999985,48784.92749999836,20269.547299999744,48781.55719999969,20270.61160000041,48778.71900000051,20272.030600000173,48769.140200000256,20277.35220000148,48756.191100001335,20284.447599999607,48726.922699999064,20302.71819999814,48690.5588000007,20326.310300000012,48658.80700000003,20346.53220000118,48634.15049999952,20361.78730000183,48601.511700000614,20382.54129999876,48581.99940000102,20395.8451000005,48563.72879999876,20407.020399998873,48552.142400000244,20412.53770000115"
113;586;432;"东一路";"东一路";"13.1261490296";"LineString";"52235.40630000085,20431.1772999987,52240.723900001496,20432.896099999547,52248.20910000056,20433.783900000155"
114;432;444;"东一路";"东一路";"338.624995293";"LineString";"52248.20910000056,20433.783900000155,52251.93420000002,20428.99450000003,52277.07840000093,20400.79030000046,52291.97879999876,20388.949900001287,52307.81030000001,20377.242499999702,52321.51330000162,20369.526299998164,52335.216299999505,20362.34219999984,52349.18530000001,20356.08940000087,52363.6865000017,20348.772300001234,52381.64669999853,20340.25780000165,52402.13459999859,20331.743299998343,52429.14149999991,20319.370799999684,52455.616099998355,20307.264299999923,52474.37449999899,20299.01590000093,52491.802600000054,20290.235300000757,52500.31709999964,20286.90940000117,52508.07759999856,20282.91820000112,52511.270599998534,20279.01570000127,52513.57660000026,20275.645399998873,52515.17300000042,20271.743000000715,52515.882599998266,20267.66310000047,52515.7052000016,20261.809399999678,52515.42920000106,20257.50789999962,52513.300599999726,20250.944699998945"
115;433;641;"东一路";"东一路";"11.8306177179";"LineString";"52240.150800000876,20446.87579999864,52238.5362999998,20442.115299999714,52232.28599999845,20439.4272999987"
116;433;432;"直走";"东一路";"15.3731598722";"LineString";"52240.150800000876,20446.87579999864,52248.20910000056,20433.783900000155"
776;115;102;"中环西路";"中环西路";"226.54540562";"LineString";"49246.329700000584,20452.34259999916,49231.606800001115,20444.892499998212,49212.62660000101,20434.604200001806,49185.48680000007,20422.719399999827,49163.31370000169,20414.55970000103,49142.02749999985,20406.39999999851,49127.482000000775,20401.433200001717,49116.83889999986,20399.482000000775,49103.53500000015,20398.417700000107,49085.61919999868,20393.98310000077,49074.6213000007,20391.499699998647,49062.20439999923,20389.193700000644,49049.07789999992,20385.291200000793,49042.33729999885,20384.04949999973,49036.66099999845,20383.517400000244,49032.403799999505,20383.517400000244"
777;116;115;"直走";"中环西路";"30.0617161226";"LineString";"49270.78000000119,20469.832299999893,49246.329700000584,20452.34259999916"
379;22;45;"外环路";"外环路";"271.478046705";"LineString";"48182.741099998355,20246.89999999851,48184.07829999924,20249.422100000083,48185.67469999939,20252.61499999836,48187.370999999344,20255.408799998462,48189.166999999434,20258.402199998498,48195.951900001615,20268.080800000578,48206.32889999822,20281.949999999255,48215.80790000036,20295.220600001514,48219.10060000047,20297.216200001538,48222.49309999868,20300.30930000171,48226.7835999988,20304.799400001764,48232.27149999887,20313.280600000173,48240.752700001,20326.251800000668,48251.229400001466,20343.014699999243,48267.95899999887,20373.280900001526,48276.83940000087,20390.276599999517,48283.52450000122,20402.848799999803,48288.21409999952,20412.028400000185,48294.95479999855,20426.451999999583,48304.35619999841,20444.72260000184,48311.98369999975,20460.55420000106,48315.84180000052,20468.935600001365,48318.90170000121,20474.789299998432,48320.76419999823,20479.04659999907"
628;374;348;"中环东路";"中环东路";"222.24474564";"LineString";"51693.23649999872,20479.4561999999,51688.62449999899,20464.73330000043,51683.4803000018,20445.930500000715,51677.62660000101,20426.0634999983,51671.95030000061,20408.50239999965,51667.16090000048,20394.48900000006,51661.83940000087,20381.18510000035,51656.16310000047,20376.218400001526,51651.905900001526,20363.091899998486,51644.987900000066,20346.949900001287,51638.24720000103,20332.227000001818,51636.82820000127,20329.38879999891,51637.715100001544,20322.29340000078,51630.97450000048,20306.151399999857,51625.29820000008,20295.685699999332,51619.62189999968,20288.412999998778,51616.42889999971,20285.91849999875,51613.435600001365,20284.12249999866,51610.541999999434,20282.426199998707,51606.77479999885,20280.87029999867"
551;45;53;"星光下道";"星光下道";"239.012684783";"LineString";"48320.76419999823,20479.04659999907,48323.691100001335,20481.57429999858,48326.21880000085,20483.30380000174,48331.29699999839,20484.80970000103,48337.91939999908,20484.80970000103,48343.35920000076,20483.86360000074,48363.69929999858,20472.74749999866,48408.636700000614,20443.892999999225,48445.53269999847,20419.29560000077,48480.30009999871,20396.117400001734,48518.142200000584,20368.91840000078,48522.53700000048,20365.907099999487"
629;577;374;"中环东路";"中环东路";"8.57301916184";"LineString";"51689.52569999918,20487.18450000137,51693.23649999872,20479.4561999999"
182;126;165;"南三路";"南三路";"502.959622277";"LineString";"49756.86279999837,20163.29129999876,49756.626299999654,20168.96759999916,49759.22789999843,20174.40740000084,49761.356600001454,20178.66470000148,49772.94570000097,20191.672899998724,49790.21110000089,20209.647900000215,49809.841699998826,20228.568900000304,49815.75450000167,20231.40700000152,49824.03249999881,20236.137299999595,49830.65480000153,20241.8136,49844.60909999907,20254.348799999803,49850.536699999124,20260.276399999857,49855.32609999925,20265.59789999947,49859.31720000133,20270.121199999005,49869.96029999852,20279.699999999255,49883.53020000085,20291.00829999894,49895.37070000172,20300.58709999919,49908.009300000966,20311.36320000142,49923.70789999887,20324.534000001848,49938.20910000056,20336.773499999195,49941.82149999961,20339.09279999882,49945.19530000165,20341.743599999696,49946.80240000039,20343.23820000142,49956.262899998575,20350.80660000071,49979.20459999889,20368.545099999756,49996.4701000005,20382.49940000102,50016.81019999832,20400.474300000817,50027.9263000004,20407.333200000226,50033.366099998355,20408.75230000168,50042.3535999991,20414.901599999517,50050.39499999955,20421.99700000137,50057.25389999896,20427.67330000177,50066.197000000626,20436.705200001597,50074.44539999962,20445.086599998176,50077.10619999841,20448.146499998868,50087.08410000056,20456.927000001073,50100.787099998444,20467.43710000068,50117.416900001466,20481.006999999285,50123.935800001025,20486.328499998897,50130.93039999902,20492.053899999708"
183;165;162;"直走";"南三路";"337.894530705";"LineString";"50130.93039999902,20492.053899999708,50341.80539999902,20228.03790000081"
573;348;345;"中八路";"中八路";"331.496028086";"LineString";"51606.77479999885,20280.87029999867,51603.10410000011,20280.05460000038,51600.24920000136,20279.91860000044,51595.354899998754,20279.51080000028,51592.63589999825,20279.646699998528,51587.46970000118,20280.462400000542,51581.48779999837,20281.822000000626,51579.31260000169,20283.181499999017,51575.64189999923,20286.036499999464,51570.61169999838,20291.202599998564,51562.86239999905,20300.3114,51554.705299999565,20309.42020000145,51546.004399999976,20318.936799999326,51541.381999999285,20323.96700000018,51531.04969999939,20334.57119999826,51522.212900001556,20343.951900001615,51514.463599998504,20351.97309999913,51507.12220000103,20359.994199998677,51493.79890000075,20373.45340000093,51485.36989999935,20382.562199998647,51477.21279999986,20391.942899998277,51469.32759999856,20400.91569999978,51461.30649999902,20409.34470000118,51453.8291000016,20417.365899998695,51443.63269999996,20428.513900000602,51434.93180000037,20438.03049999848,51427.59039999917,20446.187600001693,51419.433299999684,20454.61659999937,51411.00429999828,20463.589499998838,51396.729400001466,20478.27219999954,51385.03750000149,20490.915800001472,51379.59950000048,20496.693700000644,51375.113099999726,20501.587999999523,51372.46200000122,20504.85080000013"
630;383;633;"中环东路";"中环东路";"17.9136335241";"LineString";"51700.94849999994,20507.362300001085,51697.524099998176,20504.629299998283,51684.085999999195,20503.03510000184"
631;383;374;"直走";"中环东路";"28.952121879";"LineString";"51700.94849999994,20507.362300001085,51693.23649999872,20479.4561999999"
574;345;627;"中八路";"中八路";"10.5338071059";"LineString";"51372.46200000122,20504.85080000013,51371.136500000954,20506.686200000346,51370.83549999818,20508.65269999951,51370.76960000023,20511.68510000035,51370.76960000023,20514.93239999935"
575;345;346;"直走";"中八路";"29.1544769624";"LineString";"51372.46200000122,20504.85080000013,51352.64600000158,20526.235599998385"
576;572;346;"中八路";"中八路";"8.85963950054";"LineString";"51361.4197999984,20526.627099998295,51359.39820000157,20526.09980000183,51356.32189999893,20525.92399999872,51352.64600000158,20526.235599998385"
380;48;12;"外环路";"外环路";"717.942108918";"LineString";"48301.580099999905,20532.789999999106,48300.51630000025,20529.99390000105,48290.22800000012,20503.918299999088,48285.10599999875,20492.493599999696,48279.64310000092,20478.499699998647,48274.40469999984,20465.852699998766,48271.03720000014,20456.423599999398,48265.49940000102,20444.22560000047,48259.13850000128,20430.75549999997,48251.87959999964,20415.414500001818,48244.321400001645,20401.944299999624,48237.06239999831,20388.6986999996,48230.47700000182,20377.099399998784,48222.54459999874,20363.853700000793,48211.993000000715,20347.83920000121,48203.794500000775,20332.467700000852,48197.60819999874,20322.29030000046,48191.72129999846,20310.017499998212,48181.044900000095,20295.150400001556,48168.37299999967,20278.786699999124,48155.30200000107,20262.123599998653,48142.82959999889,20245.36080000177,48126.465900000185,20226.302999999374,48110.00239999965,20207.245200000703,48093.43910000101,20189.783900000155,48075.97780000046,20171.92350000143,48055.2237999998,20152.46660000086,48031.87550000101,20131.513099998236,48011.72019999847,20113.75239999965,47993.560400001705,20099.88320000097,47975.30090000108,20085.31540000066,47947.16319999844,20065.060300000012,47931.99680000171,20054.284200001508,47919.32490000129,20047.598999999464,47905.15630000085,20039.61670000106,47892.28480000049,20031.933699999005,47879.91230000183,20024.649900000542,47862.35119999945,20014.67199999839,47842.074999999255,20005.538899999112"
552;48;45;"拐弯";"星光下道";"57.0647240974";"LineString";"48301.580099999905,20532.789999999106,48320.76419999823,20479.04659999907"
230;294;336;"内环东路";"内环东路";"245.706017434";"LineString";"51140.57800000161,20356.452700000256,51141.80150000006,20358.899900000542,51142.82119999826,20361.346999999136,51145.064399998635,20363.998100001365,51158.104400001466,20377.457299999893,51167.349100001156,20386.339499998838,51175.324999999255,20394.133999999613,51184.7509999983,20403.19750000164,51194.53950000182,20412.260899998248,51209.22230000049,20427.125,51224.08630000055,20443.07669999823,51235.1436999999,20457.21559999883,51247.46999999881,20474.617499999702,51257.43980000168,20491.294199999422,51267.77219999954,20506.520799998194,51279.55469999835,20524.647700000554,51285.17399999872,20532.442299999297,51289.705699998885,20538.786699999124,51294.60000000149,20540.599399998784,51298.044100001454,20541.868299998343"
577;336;339;"中八路";"中八路";"288.901663951";"LineString";"51298.044100001454,20541.868299998343,51305.85390000045,20542.886300001293,51310.92949999869,20541.919599998742,51315.76330000162,20541.436200000346,51321.56390000135,20537.810800001025,51328.104699999094,20531.677900001407,51335.44610000029,20523.928599998355,51345.23460000008,20512.50869999826,51357.06239999831,20500.0011,51373.784499999136,20481.783599998802,51390.370600000024,20463.701999999583,51411.30719999969,20442.62950000167,51429.79659999907,20422.78049999848,51448.28599999845,20402.65960000083,51466.503600001335,20382.13089999929,51486.352499999106,20361.058400001377,51496.14110000059,20350.182300001383,51498.724100001156,20346.783500000834,51500.62750000134,20343.792500000447"
381;54;48;"拐弯";"外环路";"44.0550263026";"LineString";"48343.278599999845,20547.00549999997,48301.580099999905,20532.789999999106"
382;45;54;"直走";"外环路";"71.5912724902";"LineString";"48320.76419999823,20479.04659999907,48343.278599999845,20547.00549999997"
553;62;54;"星光下道";"星光下道";"248.900116682";"LineString";"48552.142400000244,20412.53770000115,48545.10339999944,20415.889600001276,48527.01009999961,20423.694499999285,48506.61089999974,20436.288800001144,48487.09860000014,20450.834399998188,48445.8861999996,20478.269900001585,48401.658300001174,20508.07050000131,48383.683299999684,20518.477099999785,48360.268599998206,20535.742499999702,48344.71389999986,20545.975900001824,48343.278599999845,20547.00549999997"
231;336;349;"直走";"内环东路";"35.2902478019";"LineString";"51298.044100001454,20541.868299998343,51315.129399999976,20572.74700000137"
578;346;349;"中八路";"中八路";"60.2839638768";"LineString";"51352.64600000158,20526.235599998385,51350.539799999446,20528.837799999863,51347.88870000094,20531.488899998367,51343.81019999832,20535.873300001025,51335.143199998885,20544.846099998802,51329.841099999845,20550.25019999966,51326.17040000111,20554.532699998468,51322.19379999861,20559.324999999255,51320.460400000215,20561.97599999979,51317.60550000146,20566.156599998474,51316.38190000132,20569.215500000864,51315.97399999946,20570.84690000117,51315.129399999976,20572.74700000137"
632;344;409;"中环东路";"中环东路";"416.485222311";"LineString";"51629.095800001174,20238.258900001645,51632.515200000256,20247.03869999945,51640.320099998266,20262.116399999708,51659.73270000145,20297.22740000114,51665.05420000106,20308.934799999,51674.94339999929,20331.817499998957,51681.06320000067,20347.515999998897,51683.98999999836,20354.434000000358,51688.069899998605,20356.562600001693,51693.39139999822,20370.0438000001,51697.64860000089,20382.28339999914,51701.72850000113,20392.92650000006,51704.92139999941,20401.618299998343,51703.85709999874,20409.955400001258,51708.82389999926,20426.452199999243,51715.56450000033,20449.689599998295,51721.62070000172,20467.733399998397,51725.976300001144,20481.014499999583,51727.981400001794,20490.934799999,51728.454500000924,20494.955499999225,51733.18470000103,20515.29560000077,51737.914999999106,20537.29129999876,51741.699200000614,20555.97580000013,51743.35480000079,20570.166600000113,51745.71990000084,20590.506700001657,51746.35550000146,20601.164599999785,51748.21810000017,20618.060499999672,51749.2313000001,20631.232799999416"
633;406;383;"中环东路";"中环东路";"128.2965486";"LineString";"51723.527800001204,20633.55999999866,51722.275600001216,20621.06289999932,51716.75039999932,20586.899900000542,51715.07510000095,20574.436999998987,51711.872299999,20560.1147999987,51708.28029999882,20541.75549999997,51705.35339999944,20526.855200000107,51702.82569999993,20515.014800000936,51700.94849999994,20507.362300001085"
634;409;406;"掉头";"中环东路";"25.8086375469";"LineString";"51749.2313000001,20631.232799999416,51723.527800001204,20633.55999999866"
286;201;188;"内环西路";"内环西路";"307.243816749";"LineString";"50323.41860000044,20640.653400000185,50327.95030000061,20640.426800001413,50331.349100001156,20639.293900001794,50340.186000000685,20632.043099999428,50356.95329999924,20616.408700000495,50374.17390000075,20600.321100000292,50384.37029999867,20588.765200000256,50393.886900000274,20579.475099999458,50400.91110000014,20571.544599998742,50408.84160000086,20562.93430000171,50414.95939999819,20554.09750000015,50421.30380000174,20547.07330000028,50429.46090000123,20535.064199998975,50434.89900000021,20526.45399999991,50450.98660000041,20500.169900000095,50459.82349999994,20482.496199999005,50466.84769999981,20468.221299998462,50482.028999999166,20438.08529999852,50489.50629999861,20421.317899998277,50495.17100000009,20407.496199999005,50496.30389999971,20402.284699998796,50496.98369999975,20398.659299999475,50496.75710000098,20395.94029999897"
184;165;201;"南三路";"南三路";"245.42050176";"LineString";"50130.93039999902,20492.053899999708,50136.44139999896,20496.173399999738,50147.35049999878,20505.752199999988,50169.43490000069,20524.643599998206,50188.99159999937,20541.805599998683,50208.01610000059,20557.238099999726,50214.40190000087,20562.02739999816,50234.22470000014,20579.721599999815,50245.532900001854,20589.167300000787,50259.76810000092,20600.20949999988,50270.145100001246,20608.723999999464,50287.57310000062,20622.42689999938,50297.550999999046,20630.675299998373,50305.533300001174,20636.262899998575,50308.59319999814,20638.125500001013,50311.12090000138,20639.455800000578,50314.31390000135,20640.120999999344,50318.57110000029,20640.786200001836,50323.41860000044,20640.653400000185"
778;98;135;"中环西路";"中环西路";"536.909797932";"LineString";"49052.889400001615,20339.77259999886,49058.93169999868,20346.66569999978,49062.715900000185,20350.6864,49067.919100001454,20354.7071999982,49082.10990000144,20358.727899998426,49114.039200000465,20366.76929999888,49143.01199999824,20376.466299999505,49166.604200001806,20384.271299999207,49183.81049999967,20391.36670000106,49193.5075000003,20394.46759999916,49200.55440000072,20397.177900001407,49208.052999999374,20400.67610000074,49236.61199999973,20414.157299999148,49252.39919999987,20422.494399998337,49261.44579999894,20428.34809999913,49295.681099999696,20450.343800000846,49322.82090000063,20470.210900001228,49338.07600000128,20481.91820000112,49351.37990000099,20494.68989999965,49369.11829999834,20511.009300000966,49383.309099998325,20525.554900001734,49387.211599998176,20527.683499999344,49392.71049999818,20531.05380000174,49399.805900000036,20540.277800001204,49406.723900001496,20547.550599999726,49409.73939999938,20551.630399998277,49410.09420000017,20556.951999999583,49432.26729999855,20589.94550000131,49446.63540000096,20611.231699999422,49456.21420000121,20625.59980000183,49462.24529999867,20635.35599999875,49465.26080000028,20639.790600001812,49468.27639999986,20642.628800000995,49472.506400000304,20644.598900001496"
635;409;414;"中环东路";"中环东路";"27.3823409201";"LineString";"51749.2313000001,20631.232799999416,51749.94759999961,20640.54399999976,51751.533500000834,20658.517799999565"
127;201;216;"直走";"环湖路";"27.7619046404";"LineString";"50323.41860000044,20640.653400000185,50342.775600001216,20660.553899999708"
287;194;216;"内环西路";"内环西路";"315.460693865";"LineString";"50519.02789999917,20405.89779999852,50514.44830000028,20407.471999999136,50510.226300001144,20413.91019999981,50498.0401000008,20446.280000001192,50487.18670000136,20472.9375,50476.166700001806,20492.216499999166,50465.884500000626,20511.210000000894,50461.45749999955,20524.34829999879,50457.45879999921,20532.05990000069,50451.03249999881,20541.91369999945,50447.033900000155,20548.197200000286,50441.03590000048,20554.766399998218,50434.89519999921,20562.620799999684,50428.897300001234,20567.476300001144,50407.476100001484,20592.46759999916,50385.48369999975,20617.173399999738,50372.345400001854,20631.596999999136,50357.778999999166,20644.449700001627,50348.49650000036,20651.73290000111,50344.56920000166,20656.112300001085,50342.775600001216,20660.553899999708"
636;410;406;"中环东路";"中环东路";"27.386338095";"LineString";"51726.21869999915,20660.813799999654,51724.55900000036,20643.851500000805,51723.527800001204,20633.55999999866"
637;410;414;"掉头";"中环东路";"25.4187079751";"LineString";"51726.21869999915,20660.813799999654,51751.533500000834,20658.517799999565"
185;197;125;"南三路";"南三路";"748.573885675";"LineString";"50289.387499999255,20663.311599999666,50289.68149999902,20655.47899999842,50288.61719999835,20648.2061999999,50288.085000000894,20645.01330000162,50286.66600000113,20641.82039999962,50284.18259999901,20638.09530000016,50279.74799999967,20634.370200000703,50265.55719999969,20622.662799999118,50249.415199998766,20610.42330000177,50233.27320000157,20596.58729999885,50217.30860000104,20583.63819999993,50197.97360000014,20566.786600001156,50181.83159999922,20553.482799999416,50165.15749999881,20539.51370000094,50149.857999999076,20527.00809999928,50135.48990000039,20514.768599998206,50113.40549999848,20497.207499999553,50098.77129999921,20484.435800001025,50075.22340000048,20465.943500000983,50062.466499999166,20455.936000000685,50060.58920000121,20454.502099998295,50055.00160000101,20452.373500000685,50048.21660000086,20448.249299999326,50045.68890000135,20446.91899999976,50044.4915000014,20445.987700000405,50040.63340000063,20443.060800001025,50038.637899998575,20441.46440000087,50036.1101000011,20438.936599999666,50032.38500000164,20436.275899998844,50029.325199998915,20433.881200000644,50024.40269999951,20429.35790000111,50022.93930000067,20427.894400000572,50020.943700000644,20425.36670000106,50018.41600000113,20422.705899998546,50015.48919999972,20418.847800001502,50011.23189999908,20415.255800001323,49999.6576000005,20405.144900001585,49992.87260000035,20398.89209999889,49974.51330000162,20384.12480000034,49956.81920000166,20369.357500001788,49940.056299999356,20355.521499998868,49912.47300000116,20332.905000001192,49891.18679999933,20314.989100001752,49861.5636,20291.219599999487,49842.406100001186,20275.432300001383,49825.19970000163,20261.95109999925,49809.58989999816,20249.17940000072,49786.352499999106,20227.59760000184,49774.028000000864,20215.357999999076,49766.74410000071,20207.475499998778,49755.469099998474,20195.901200000197,49751.07880000025,20191.11180000007,49747.78610000014,20188.717099998146,49745.49120000005,20186.521899998188,49742.19849999994,20184.227000001818,49739.40469999984,20182.630600001663,49736.51110000163,20181.832299999893,49733.01880000159,20181.433200001717,49728.87510000169,20180.32589999959"
288;197;201;"直走";"内环西路";"40.8841019775";"LineString";"50289.387499999255,20663.311599999666,50323.41860000044,20640.653400000185"
779;134;116;"中环西路";"中环西路";"269.882224477";"LineString";"49445.73620000109,20669.812800001353,49443.397500000894,20665.398899998516,49438.4085999988,20655.62049999833,49432.52160000056,20645.343299999833,49429.22890000045,20638.658100001514,49421.64570000023,20624.98840000108,49415.55920000002,20614.91079999879,49409.87180000171,20606.030400000513,49401.590100001544,20595.15450000018,49396.102299999446,20587.07250000164,49391.81179999933,20585.17669999972,49383.92929999903,20576.396099999547,49373.5522999987,20562.42709999904,49365.5700000003,20554.145399998873,49362.37700000033,20549.25629999861,49358.18629999831,20543.768399998546,49354.29500000179,20537.482400000095,49344.91569999978,20527.903599999845,49334.33920000121,20518.8236999996,49324.161699999124,20509.743799999356,49310.69159999862,20498.56859999895,49297.12170000002,20488.39110000059,49286.04619999975,20480.10949999839,49277.56500000134,20474.721400000155,49273.57380000129,20471.728100001812,49270.78000000119,20469.832299999893"
488;134;135;"拐弯";"西四路";"36.7747788736";"LineString";"49445.73620000109,20669.812800001353,49472.506400000304,20644.598900001496"
780;137;134;"拐弯";"中环西路";"48.8337819791";"LineString";"49494.56129999831,20670.733600001782,49445.73620000109,20669.812800001353"
489;135;137;"直走";"西四路";"34.1970928301";"LineString";"49472.506400000304,20644.598900001496,49494.56129999831,20670.733600001782"
186;215;197;"直走";"南三路";"38.7506992741";"LineString";"50326.80440000072,20673.39090000093,50289.387499999255,20663.311599999666"
289;216;215;"直走";"内环西路";"20.4906758914";"LineString";"50342.775600001216,20660.553899999708,50326.80440000072,20673.39090000093"
490;155;137;"西四路";"西四路";"336.006334696";"LineString";"49818.68780000135,20681.692499998957,49815.62750000134,20680.84450000152,49806.93569999933,20678.183800000697,49786.536400001496,20671.975299999118,49766.13720000163,20665.412099998444,49740.23900000006,20657.42980000004,49722.145799998194,20654.059399999678,49699.26319999993,20650.15700000152,49688.9748999998,20648.560499999672,49674.96150000021,20646.786699999124,49653.143199998885,20644.835400000215,49630.43789999932,20644.303300000727,49619.262699998915,20643.416400000453,49605.42669999972,20643.593699999154,49581.83449999988,20645.190200001,49569.949799999595,20646.60929999873,49553.0588000007,20648.38309999928,49530.98429999873,20652.167300000787,49507.9637000002,20656.89759999886,49499.449200000614,20663.20459999889,49494.56129999831,20670.733600001782"
491;157;155;"直走";"西四路";"10.9328197015";"LineString";"49829.25200000033,20684.507500000298,49818.68780000135,20681.692499998957"
492;157;613;"西四路";"西四路";"2.87156621245";"LineString";"49829.25200000033,20684.507500000298,49827.9386,20687.061099998653"
128;216;249;"环湖路";"环湖路";"122.693420759";"LineString";"50342.775600001216,20660.553899999708,50342.854200001806,20664.66059999913,50343.05380000174,20667.853500001132,50344.05150000006,20671.04639999941,50346.44619999826,20673.84019999951,50360.51509999856,20685.91349999979,50374.78339999914,20698.08650000021,50386.55739999935,20707.465700000525,50399.72819999978,20718.042300000787,50413.79699999839,20730.01570000127,50421.87909999862,20736.201999999583,50425.4710999988,20737.898299999535,50429.06320000067,20738.197599999607,50431.95670000091,20738.197599999607"
129;249;194;"环湖路";"环湖路";"369.455842766";"LineString";"50431.95670000091,20738.197599999607,50436.64629999921,20737.39939999953,50440.93679999933,20734.20639999956,50444.927999999374,20728.81839999929,50452.5111999996,20716.944699998945,50465.9813000001,20696.19069999829,50473.16539999843,20683.51880000159,50479.22700000182,20672.56799999997,50480.091099999845,20670.702799998224,50482.44570000097,20666.62750000134,50484.20069999993,20662.949700001627,50486.004399999976,20659.897900000215,50489.92830000073,20652.512499999255,50496.81300000101,20637.919799998403,50500.70439999923,20628.864900000393,50504.221599999815,20619.51060000062,50506.24210000038,20612.17689999938,50508.56199999899,20603.720600001514,50510.732200000435,20595.33920000121,50512.22879999876,20588.678899999708,50513.05200000107,20582.69220000133,50514.02490000054,20577.004799999297,50515.07250000164,20571.31740000099,50515.07250000164,20567.276399999857,50515.52160000056,20560.466499999166,50515.970600001514,20550.96249999851,50516.195099998266,20537.86659999937,50516.1202000007,20525.893100000918,50516.718899998814,20513.096400000155,50517.16789999977,20502.694499999285,50517.991099998355,20496.707800000906,50519.11360000074,20485.93160000071,50520.61030000076,20474.70650000125,50522.55600000173,20464.080099999905,50524.12750000134,20454.950300000608,50527.49500000104,20443.72520000115,50531.01220000163,20430.479499999434,50533.33210000023,20423.37029999867,50534.895300000906,20417.050999999046,50532.283500000834,20410.262600000948,50527.560800001025,20406.076600000262,50523.16019999981,20405.43259999901,50519.02789999917,20405.89779999852"
