"FID";"road_name";"distance";"prev_bus_stop_x";"prev_bus_stop_y";"bus_stop_x";"bus_stop_y";"prev_bus_stop_id";"prev_bus_stop";"bus_stop_id";"bus_stop";"coordinates"
183;"大学城专线4";"1704.416549";"50453.2105";"20542.5588";"49507.7522";"21238.0608";"A13";"省中医大学城医院站";"A10";"星海学院站";"50453.21049999818,20542.558800000697,50389.70069999993,20601.75279999897,50343.783500000834,20643.571800000966,50296.77739999816,20677.518199998885,50256.86969999969,20700.064199998975,50175.91299999878,20736.743799999356,50132.59200000018,20765.12779999897,50099.511500000954,20729.23600000143,50070.34310000017,20708.39759999886,50046.7322999984,20696.357799999416,50017.10339999944,20687.096200000495,49990.715500000864,20683.854600001127,49951.76300000027,20684.71519999951,49901.98640000075,20686.16649999842,49838.52149999887,20677.748300001025,49778.273099999875,20660.306499999017,49708.94220000133,20643.096700001508,49640.50030000135,20636.24709999934,49574.340900000185,20637.385299999267,49490.50259999931,20652.21249999851,49458.53790000081,20660.791799999774,49474.89189999923,20694.604299999774,49491.69849999994,20735.55420000106,49507.69929999858,20791.898699998856,49513.170499999076,20821.574799999595,49517.90900000185,20878.33370000124,49518.102499999106,20929.47500000149,49516.19060000032,20955.458399999887,49509.95910000056,20992.441899999976,49503.04989999905,21025.32939999923,49493.84769999981,21082.571899998933,49486.17110000178,21141.555799998343,49485.3713000007,21174.551800001413,49486.82649999857,21226.327700000256,49507.75219999999,21238.060800001025"
184;"大学城专线4";"527.639908483475";"49507.7522";"21238.0608";"49778.4304";"21659.0333";"A10";"星海学院站";"A11";"综合商业北区站";"49507.75219999999,21238.060800001025,49507.901299998164,21238.144400000572,49492.70120000094,21283.239300001413,49496.26159999892,21312.66840000078,49504.60390000045,21340.020799998194,49520.86400000006,21379.134799998254,49543.19909999892,21422.328899998218,49564.30150000006,21460.01570000127,49577.21759999916,21480.20439999923,49644.76619999856,21553.922200001776,49688.799600001425,21597.01669999957,49738.51940000057,21643.308100000024,49762.090100001544,21666.859900001436,49778.43039999902,21659.033300001174"
186;"大学城专线1";"427.72856";"48549.9914";"20090.6648";"48475.6783";"19701.1931";"C01";"大学城(广大)总站";"A03";"广大生活区站";"48549.99139999971,20090.664799999446,48563.50879999995,20051.88129999861,48555.74460000172,20039.201799999923,48517.81709999964,20002.698199998587,48481.900899998844,19947.221400000155,48460.68719999865,19870.179999999702,48456.436200000346,19826.936000000685,48469.8610999994,19747.375,48480.67060000077,19722.6334999986,48475.67830000073,19701.193100001663"
187;"大学城专线1";"677.690086671704";"48941.4645";"19533.3733";"49614.7499";"19479.0643";"A02";"广大公寓站";"B09";"广美生活区站";"48941.46449999884,19533.373300001025,48930.363099999726,19549.09849999845,48902.25459999964,19553.116099998355,48810.03189999983,19564.509799998254,48748.54569999874,19573.159899998456,48680.92430000007,19578.94220000133,48643.440900001675,19586.091099999845,48605.64499999955,19599.56529999897,48565.185600001365,19622.204300001264,48529.08460000157,19654.662799999118,48507.049400001764,19681.474700000137,48494.10410000011,19702.941100001335,48475.67830000073,19701.193100001663"
188;"大学城专线1";"495.140709778336";"49614.7499";"19479.0643";"50060.2886";"19687.8404";"B09";"广美生活区站";"B30";"中环西路站";"49614.74989999831,19479.064300000668,49605.99159999937,19493.484700001776,49582.58740000054,19490.87579999864,49521.72500000149,19487.82429999858,49399.35610000044,19499.74920000136,49334.94179999828,19509.021899998188,49308.29890000075,19512.7276000008,49296.29800000042,19513.319800000638,49198.52019999921,19522.797200001776,49125.92069999874,19529.19539999962,49026.38109999895,19540.564599998295,48956.41869999841,19546.023299999535,48941.46449999884,19533.373300001025"
189;"大学城专线1";"512.997666";"48475.6783";"19701.1931";"48941.4645";"19533.3733";"A03";"广大生活区站";"A02";"广大公寓站";"48475.67830000073,19701.193100001663,48482.63060000166,19721.564300000668,48479.09180000052,19729.77670000121,48467.275400001556,19764.215900000185,48461.89970000088,19797.726300001144,48459.75840000063,19826.504000000656,48461.07669999823,19871.74219999835,48467.719099998474,19899.28339999914,48472.35319999978,19914.482500001788,48485.517000000924,19946.579999998212,48497.154399998486,19968.213500000536,48507.4039000012,19984.44299999997,48517.8172999993,19998.142900001258,48522.636500000954,20004.232099998742,48537.88439999893,20018.960700001568,48545.51130000129,20025.565600000322,48550.33399999887,20030.55930000171,48564.73290000111,20042.837900001556,48567.83339999989,20049.175099998713,48549.99139999971,20090.664799999446"
190;"大学城专线1";"843.085450085973";"50060.2886";"19687.8404";"50895.6107";"19718.7392";"B30";"中环西路站";"B29";"广工站";"50060.288600001484,19687.84039999917,50041.10080000013,19697.70169999823,50015.379000000656,19687.809200000018,49978.566100001335,19668.70679999888,49904.0821999982,19623.857099998742,49821.12730000168,19574.233399998397,49804.47399999946,19565.637499999255,49750.12539999932,19538.884899999946,49715.367400001734,19517.575300000608,49682.31850000098,19511.137699998915,49620.906399998814,19496.69750000164,49614.74989999831,19479.064300000668"
191;"大学城专线1";"720.569855";"50895.6107";"19718.7392";"51513.08";"20061.2196";"B29";"广工站";"B22";"综合商业南区站";"50895.61070000008,19718.73919999972,50890.866099998355,19731.55700000003,50806.89669999853,19724.315600000322,50676.95749999955,19724.194600000978,50564.257599998266,19732.672600001097,50462.085000000894,19744.03299999982,50340.89880000055,19752.166799999774,50215.368599999696,19746.05090000108,50143.71049999818,19732.841099999845,50063.902600001544,19705.685800001025,50060.288600001484,19687.84039999917"
192;"大学城专线1";"369.691468347728";"51513.08";"20061.2196";"51698.2873";"20380.1415";"B22";"综合商业南区站";"B21";"华工站";"51513.07999999821,20061.219599999487,51501.72569999844,20069.22089999914,51486.26009999961,20055.251400001347,51393.47700000182,19967.319600000978,51306.77439999953,19900.28510000184,51236.10929999873,19851.018599998206,51175.62640000135,19820.765299998224,51130.03909999877,19800.051399998367,51009.596599999815,19758.842099998146,50904.026299998164,19734.447099998593,50895.61070000008,19718.73919999972"
193;"大学城专线1";"524.134357749613";"51698.2873";"20380.1415";"51813.1569";"20890.3508";"B21";"华工站";"B20";"华工生活区站";"51698.28730000183,20380.14149999991,51683.34479999915,20380.145500000566,51641.512499999255,20283.52479999885,51614.14779999852,20238.514800000936,51607.16959999874,20224.256900001317,51579.80990000069,20177.664999999106,51546.89589999989,20128.841400001198,51530.284299999475,20107.276200000197,51509.00510000065,20080.949400000274,51513.07999999821,20061.219599999487"
194;"大学城专线1";"665.842191610723";"51813.1569";"20890.3508";"51786.9677";"21501.9434";"B20";"华工生活区站";"A25";"广中医广药站";"51813.15689999983,20890.35080000013,51793.245799999684,20884.83199999854,51760.00549999997,20786.023400001228,51753.12249999866,20742.135499998927,51737.893199998885,20617.89209999889,51727.86540000141,20551.112500000745,51707.94750000164,20465.32030000165,51685.357000000775,20391.53970000148,51698.28730000183,20380.14149999991"
195;"大学城专线1";"767.918125439846";"51786.9677";"21501.9434";"51210.9848";"22001.9019";"A25";"广中医广药站";"B27";"广外站";"51786.96770000085,21501.94339999929,51784.29340000078,21485.43299999833,51806.18820000067,21472.009899999946,51867.29899999872,21397.978300001472,51894.07070000097,21323.83159999922,51908.37029999867,21245.426800001413,51899.292599998415,21155.975499998778,51890.17980000004,21077.49179999903,51851.43769999966,20990.47329999879,51804.88210000098,20906.80380000174,51813.15689999983,20890.35080000013"
196;"大学城专线1";"632.115625387841";"51210.9848";"22001.9019";"50689.9801";"22336.0054";"B27";"广外站";"B26";"中环东路站";"51210.984799999744,22001.90190000087,51205.169300001115,21988.81170000136,51285.8572999984,21893.753499999642,51332.109799999744,21828.949999999255,51472.96790000051,21709.630600001663,51653.65960000083,21580.321800000966,51759.25059999898,21507.28339999914,51786.96770000085,21501.94339999929"
198;"大学城专线1";"509.511434744672";"50689.9801";"22336.0054";"50226.9943";"22139.2219";"B26";"中环东路站";"B25";"中大站";"50689.980099998415,22336.005399998277,50697.61219999939,22321.1875,50735.06320000067,22323.844000000507,50819.414799999446,22303.035900000483,50925.680100001395,22262.898699998856,50975.71900000051,22234.382399998605,51019.52490000054,22202.471500001848,51053.97030000016,22168.84180000052,51084.50959999859,22136.886500000954,51120.527800001204,22099.887299999595,51191.840300001204,22008.17060000077,51210.984799999744,22001.90190000087"
199;"大学城环线2";"1185.102607";"48685.9213";"20885.6624";"48965.5304";"21003.5222";"A33";"外环西(北亭广场)总站";"B01";"西五路站";"48685.92130000144,20885.662400010973,48680.89009999856,20893.87030000612,48660.21420000121,20877.237000010908,48607.65100000054,20849.827700011432,48562.95710000023,20834.338999997824,48528.724599998444,20828.13389999792,48474.15740000084,20830.210600007325,48418.006599999964,20839.3380000107,48402.421800002456,20851.32159999758,48420.20250000432,20928.230200003833,48435.64609999955,20979.655700009316,48471.09490000084,21068.342600010335,48521.09350000322,21164.078499998897,48557.380700003356,21216.327100005,48607.23939999938,21197.021100003272,48785.74570000172,21119.470100004226,48901.29170000553,21066.63540000841,48917.65730000287,21058.518599998206,48932.317600004375,21048.753100000322,48949.04129999876,21036.691199999303,48972.06610000506,21014.495700001717,48965.53040000424,21003.522200003266"
200;"大学城环线2";"574.739471167264";"49060.6462";"19560.9055";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49060.64620000124,19560.90549999848,49042.12759999931,19547.17330000177,48930.49190000072,19553.998599998653,48860.87640000135,19560.576400000602,48801.117600001395,19569.142499998212,48698.77400000021,19579.1352000013,48652.559099998325,19586.315600000322,48612.874099999666,19599.517700001597,48580.1688000001,19615.94359999895,48559.846000000834,19630.42709999904,48515.91530000046,19675.98660000041,48518.341499999166,19706.261700000614"
201;"大学城环线2";"538.189723069856";"49596.8167";"19514.7629";"49060.6462";"19560.9055";"A08";"广美生活区站";"B05";"广大公寓站";"49596.816700000316,19514.762899998575,49577.68890000135,19494.78200000152,49523.80840000138,19491.757300000638,49397.31179999933,19502.814199998975,49267.54250000045,19519.042300000787,49130.08190000057,19533.36910000071,49060.898699998856,19545.148200001568,49060.64620000124,19560.90549999848"
202;"大学城环线2";"428.355534294763";"48518.3415";"19706.2617";"48629.7326";"20072.4899";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48501.84059999883,19695.208099998534,48479.362500000745,19737.732599999756,48467.79060000181,19772.965799998492,48462.07470000163,19809.267900001258,48461.1827000007,19852.46009999886,48469.38610000163,19899.775299999863,48482.51139999926,19936.835599999875,48500.42080000043,19971.43499999866,48536.20639999956,20016.13679999858,48603.57930000126,20075.020799998194,48629.732599999756,20072.489900000393"
203;"大学城环线2";"500.362473224408";"50049.2263";"19725.5633";"49596.8167";"19514.7629";"A23";"中环西路站";"A08";"广美生活区站";"50049.22630000487,19725.56329999864,50049.19007184729,19725.466422792524,50040.84160000458,19702.16080000624,50012.131400000304,19690.536700006574,49939.846599999815,19650.64059999585,49857.91520000249,19600.143900003284,49797.89190000296,19566.274599995464,49701.136700000614,19518.689500004053,49608.51350000501,19496.512899998575,49596.816700000316,19514.76289999485"
204;"大学城环线2";"609.337504";"48629.7326";"20072.4899";"48996.6618";"20474.3123";"B03";"广大站";"B02";"中部枢纽站";"48629.732599999756,20072.489900000393,48626.4048999995,20095.70080000162,48749.382399998605,20206.395399998873,48841.80090000108,20279.56899999827,48933.694899998605,20333.468100000173,49018.44819999859,20359.93450000137,48998.89990000054,20424.29069999978,48989.248700000346,20464.663600001484,48996.66180000082,20474.31230000034"
205;"大学城环线2";"1937.403149";"51495.7515";"20094.6927";"50049.2263";"19725.5633";"A19";"综合商业南区站";"A23";"中环西路站";"51495.751499999315,20094.692699998617,51493.459100004286,20068.72329999879,51466.41270000115,20040.078499995172,51424.70659999922,19999.666200000793,51294.800000000745,20131.714100006968,51181.95840000361,20025.71130000055,51301.0764000006,19899.428499996662,51250.7762000002,19865.368499998003,51201.437500003725,19837.349300000817,51146.48850000277,19813.080099999905,51079.83700000495,19784.607200000435,51028.80240000412,19767.944000005722,50934.94849999994,19744.077000007033,50912.08000000566,19739.95340000838,50896.97819999978,19747.093299999833,50874.62830000371,19734.01929999888,50821.60180000588,19728.69650001079,50695.82360000163,19726.677400007844,50595.196800000966,19734.162500012666,50476.848100002855,19747.24869999662,50431.79780000076,19752.740400008857,50365.07320000231,19756.910800002515,50285.77169999853,19756.56010000035,50244.40670000389,19754.81140000373,50185.01690000296,19745.812599997967,50122.28009999916,19731.522900007665,50076.525200001895,19715.769200000912,50049.22630000487,19725.56329999864"
206;"大学城环线2";"292.545342967005";"51643.5642";"20347.149";"51495.7515";"20094.6927";"A20";"华工站";"A19";"综合商业南区站";"51643.564199998975,20347.14900000021,51648.51010000333,20308.648400001228,51621.58339999989,20255.53159999475,51611.26379999891,20238.742200002074,51553.24060000107,20142.81010000035,51521.88540000096,20100.739500004798,51495.751499999315,20094.692699998617"
207;"大学城环线2";"500.087233";"48996.6618";"20474.3123";"49012.0786";"20978.132";"B02";"中部枢纽站";"A06";"西五路站";"48996.66180000082,20474.31230000034,48985.59490000084,20484.7276000008,48981.07129999995,20523.194600000978,48980.82800000161,20560.96819999814,48986.83249999955,20586.727099999785,48992.62110000104,20629.588399998844,49001.974100001156,20727.772900000215,49011.32589999959,20805.86910000071,49020.09650000185,20871.263099998236,49018.80330000073,20903.419199999422,49012.89669999853,20943.268599998206,49002.97150000185,20967.733800001442,49012.07860000059,20978.131999999285"
208;"大学城环线2";"557.333285";"48973.6076";"20475.9974";"49399.8138";"20537.9693";"A05";"中部枢纽站";"A09";"华师站";"48973.60760000348,20475.997400011867,48985.34670000151,20464.65050000325,49000.74170000106,20409.619200006127,49018.32530000433,20359.905300002545,49095.93549999967,20378.493100006133,49162.811700005084,20399.2561000064,49220.030900001526,20424.152099996805,49272.05409999937,20452.764100007713,49331.752600003034,20497.80930000171,49374.7982000038,20539.222400005907,49399.618000000715,20537.968699999154,49399.813799999654,20537.96930000186"
209;"大学城环线2";"725.822574992831";"49399.8138";"20537.9693";"49507.9013";"21238.1444";"A09";"华师站";"A10";"星海学院站";"49399.813799999654,20537.96930000186,49402.48660000414,20571.854200001806,49442.575599998236,20632.68050000444,49468.06239999831,20679.71270000562,49494.37519999966,20746.220900002867,49510.78680000082,20807.761600002646,49518.31560000032,20908.413899999112,49515.99580000341,20955.457800008357,49500.142999999225,21040.382500000298,49489.348900001496,21114.91500000283,49485.19720000401,21176.75260000676,49486.6398999989,21226.681499999017,49507.901299998164,21238.144400000572"
210;"大学城环线2";"552.950596";"48965.5304";"21003.5222";"48973.6076";"20475.9974";"B01";"美术学院站";"A05";"中部枢纽站";"48965.53040000424,21003.522200003266,48974.69520000368,21010.93490000069,48986.39139999822,20995.111500002444,49000.716699998826,20969.32600000128,49011.42119999975,20942.17789999768,49016.94009999931,20900.502500005066,49016.90610000491,20869.25040000677,49005.896600004286,20781.985199999064,48992.558899998665,20652.137499999255,48984.381400000304,20586.20809999481,48979.87559999898,20561.38699999824,48979.49990000203,20511.44730000198,48982.79750000313,20481.006999999285,48973.60760002211,20475.997399996966"
211;"大学城环线2";"1893.240275";"49012.0786";"20978.132";"48685.9213";"20885.6624";"A06";"西五路站";"A33";"外环西(北亭广场)总站";"49012.07860000059,20978.131999999285,48998.15529999882,20977.014899998903,48987.411699999124,20996.222800001502,48975.751699998975,21012.264600001276,48948.64290000126,21039.484000001103,48920.97329999879,21058.740200001746,48856.74740000069,21088.460700001568,48712.53099999949,21151.780600000173,48555.96799999848,21218.666700001806,48527.19009999931,21174.208599999547,48507.38019999862,21141.29399999976,48479.8273999989,21090.333599999547,48457.21819999814,21036.724500000477,48431.91580000147,20973.792399998754,48414.229499999434,20911.517799999565,48369.2789000012,20707.1772999987,48355.79699999839,20640.08430000022,48320.373700000346,20531.360100001097,48355.79699999839,20640.08430000022,48400.41899999976,20850.707699999213,48418.006599999964,20839.337999999523,48474.15740000084,20830.210599999875,48528.724599998444,20828.133900001645,48562.95710000023,20834.33900000155,48607.65100000054,20849.827700000256,48660.21420000121,20877.23699999973,48676.28060000017,20890.161200001836,48685.92130000144,20885.662399999797"
212;"大学城环线2";"564.522994660759";"51771.1943";"20894.7033";"51643.5642";"20347.149";"A21";"华工生活区站";"A20";"华工站";"51771.19430000335,20894.70329999551,51782.01680000499,20871.679300010204,51765.4334000051,20828.555000007153,51752.54439999908,20784.612400010228,51742.822500005364,20723.75789999962,51741.30920000002,20684.646500006318,51732.36580000445,20618.191500000656,51724.038200002164,20548.27570000291,51701.46970000118,20453.26520000398,51676.433899998665,20377.507800005376,51663.4386,20344.962400000542,51643.564199998975,20347.14900000021"
213;"大学城环线2";"527.639908483475";"49507.9013";"21238.1444";"49778.3936";"21658.9565";"A10";"星海学院站";"A11";"综合商业北区站";"49507.901299998164,21238.144400000572,49488.677799999714,21254.68180000782,49496.066899999976,21312.667800005525,49518.49410000071,21374.758400004357,49550.94380000234,21436.951600000262,49583.72289999947,21488.8192999959,49649.54120000452,21558.469600010663,49719.50410000235,21627.229000002146,49754.50960000232,21661.147400006652,49778.393599998206,21658.956500004977"
214;"大学城环线2";"630.88245334705";"51756.9637";"21474.5387";"51771.1943";"20894.7033";"B28";"广中医广药站";"A21";"华工生活区站";"51756.9637000002,21474.538700003177,51806.43860000372,21458.821000002325,51838.42280000076,21424.353700000793,51862.47720000148,21388.24680000916,51885.70410000533,21324.78840000555,51897.45080000535,21276.64840000868,51901.13230000436,21236.44049999863,51899.61770000309,21194.866000000387,51894.27530000359,21154.796500008553,51887.9745000042,21108.98390000686,51873.67300000414,21052.642800007015,51856.915100004524,21012.16310000792,51805.35040000081,20920.54200000316,51771.19430000335,20894.70329999551"
215;"大学城环线2";"496.522993333925";"49778.3936";"21658.9565";"50136.7887";"22001.232";"A11";"综合商业北区站";"A28";"中大站";"49778.393599998206,21658.95650000125,49778.26000000164,21683.6473999992,49960.44289999828,21859.18710000068,50022.38830000162,21919.776299998164,50101.97329999879,21993.357200000435,50136.78869999945,22001.232000000775"
216;"大学城环线2";"525.731943550612";"50136.7887";"22001.232";"50559.8432";"22287.3";"A28";"中大站";"A27";"中环东路站";"50136.78869999945,22001.23199999705,50138.7584999986,22030.011300008744,50281.631799999624,22166.32030000165,50326.239400003105,22204.25319999829,50369.04020000249,22233.79489999637,50429.53029999882,22265.33070000261,50516.58320000395,22296.70650000125,50543.38340000063,22303.681500006467,50560.03799999878,22287.30060000345"
217;"大学城环线2";"773.800669579287";"51180.7533";"21980.1674";"51756.9637";"21474.5387";"A26";"广外站";"B28";"广中医广药站";"51180.75329999998,21980.167400006205,51219.982999999076,21960.635199997574,51284.84250000119,21881.680100008845,51322.10460000113,21830.44200000912,51367.51729999855,21782.341499999166,51517.068200003356,21668.712100010365,51747.385200005025,21505.598300009966,51756.787099998444,21474.594799999148,51756.9637000002,21474.538700003177"
218;"大学城环线2";"726.455488063638";"50559.8432";"22287.3";"51180.7533";"21980.1674";"A27";"中环东路站";"A26";"广外站";"50560.03799999878,22287.30060000345,50574.6110999994,22309.772999998182,50600.1284000054,22313.802000008523,50691.32890000194,22316.53500000015,50775.55429999903,22307.91660000384,50864.9718000032,22280.833399999887,50969.1518000029,22229.405600003898,51040.49450000003,22176.833800010383,51137.42929999903,22067.909499999136,51180.684689581394,21980.31190199405,51180.75329999998,21980.167400006205"
219;"b25";"860.855039";"49031.0284";"20268.3047";"49664.2919";"19752.1106";"C06";"大学城(中部枢纽)总站";"A07";"美术学院站";"49031.028400000185,20268.30469999835,49064.21029999852,20271.950199998915,49074.20499999821,20258.06500000134,49088.319699998945,20237.235399998724,49102.4215000011,20220.41290000081,49117.49799999967,20203.5923999995,49146.07959999889,20173.53240000084,49178.37049999833,20142.852299999446,49209.471799999475,20118.07310000062,49249.569099999964,20086.575199998915,49308.45160000026,20037.848700001836,49352.27769999951,19999.615800000727,49403.72780000046,19956.770300000906,49495.68400000036,19876.734799999744,49534.40799999982,19847.763099998236,49590.08509999886,19824.96460000053,49618.18930000067,19822.318300001323,49641.006999999285,19825.030400000513,49642.47019999847,19825.140599999577,49643.35029999912,19824.61730000004,49644.329700000584,19823.14400000125,49646.003600001335,19818.299699999392,49660.461199998856,19781.971599999815,49668.4263000004,19762.071400001645,49664.291900001466,19752.110599998385"
220;"b25";"574.739471167264";"49060.6462";"19560.9055";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49060.64620000124,19560.90549999848,49046.62539999932,19544.822200000286,48925.13589999825,19556.117499999702,48822.961199998856,19568.110300000757,48671.21400000155,19584.681099999696,48645.34470000118,19590.39350000024,48631.18609999865,19594.56309999898,48615.550400000066,19602.94530000165,48605.2965000011,19606.60080000013,48584.77639999986,19617.07569999993,48558.1286999993,19637.282900001854,48530.24020000175,19664.07620000094,48519.71950000152,19674.84730000049,48511.87660000101,19686.683100000024,48518.341499999166,19706.261700000614"
221;"b25";"538.189723069856";"49596.8167";"19514.7629";"49060.6462";"19560.9055";"A08";"广美生活区站";"B05";"广大公寓站";"49596.816700000316,19514.762899998575,49584.95710000023,19498.816599998623,49527.86899999902,19493.08920000121,49410.534299999475,19501.920299999416,49280.7333999984,19519.671500001103,49078.827500000596,19541.45089999959,49064.18950000033,19543.300400000066,49060.64620000124,19560.90549999848"
222;"b25";"370.425527082651";"49664.2919";"19752.1106";"49596.8167";"19514.7629";"A07";"美术学院站";"A08";"广美生活区站";"49664.291900001466,19752.110599998385,49674.805500000715,19750.283700000495,49680.105099998415,19740.178599998355,49686.87950000167,19726.916700001806,49704.414000000805,19704.30700000003,49712.94159999862,19691.471999999136,49720.88039999828,19680.11180000007,49744.86259999871,19654.359900001436,49759.45459999889,19636.80070000142,49783.16820000112,19603.773200001568,49787.088599998504,19597.987199999392,49803.3590000011,19574.213500000536,49804.63329999894,19572.21499999985,49803.3702000007,19570.734000001103,49769.273899998516,19553.082299999893,49735.729200001806,19536.64759999886,49718.89799999818,19528.873100001365,49701.71990000084,19519.32620000094,49644.87009999901,19506.103300001472,49619.360599998385,19502.854899998754,49596.816700000316,19514.762899998575"
223;"b25";"428.355534294763";"48518.3415";"19706.2617";"48629.7326";"20072.4899";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48496.67720000446,19711.409900005907,48483.19269999862,19733.24240000546,48469.90580000356,19769.837900001556,48467.17030000314,19786.434600003064,48462.60949999839,19839.666600007564,48464.71420000121,19867.614500008523,48466.88000000268,19876.847600009292,48474.096000000834,19907.976700000465,48486.67940000072,19938.859200008214,48498.5428000018,19965.786600008607,48506.795499999076,19977.939300004393,48546.15520000085,20024.20190000534,48582.15940000489,20052.264100007713,48605.75050000101,20072.640800006688,48620.583900004625,20072.54750000313,48629.732599999756,20072.489900007844"
224;"b25";"919.253415665337";"48629.7326";"20072.4899";"49399.8138";"20537.9693";"B03";"广大站";"A09";"华师站";"48629.732599999756,20072.489900000393,48633.71029999852,20099.62260000035,48715.18510000035,20169.75,48780.357599999756,20228.225099999458,48856.275400001556,20281.99179999903,48926.86070000008,20325.460999999195,48972.17119999975,20341.42880000174,49016.5177000016,20353.70419999957,49113.503600001335,20378.28180000186,49147.12090000138,20389.992699999362,49187.55209999904,20406.47260000184,49224.569099999964,20422.940999999642,49247.46319999918,20432.50769999996,49301.004399999976,20467.48389999941,49334.07899999991,20496.59180000052,49373.95960000157,20532.57580000162,49399.813799999654,20537.96930000186"
225;"b25";"725.822574992831";"49399.8138";"20537.9693";"49507.7834";"21238.0483";"A09";"华师站";"A10";"星海学院站";"49399.813799999654,20537.96930000186,49404.085000000894,20568.528200000525,49462.337900001556,20655.18769999966,49487.034499999136,20711.156700000167,49518.92170000076,20806.164799999446,49527.41180000082,20896.348700001836,49529.17940000072,20953.29619999975,49522.229400001466,20991.233399998397,49508.406399998814,21042.855399999768,49488.563999999315,21146.12730000168,49489.40100000054,21189.363499999046,49492.69810000062,21225.754599999636,49507.78339999914,21238.04830000177"
226;"b25";"527.639908483475";"49507.7834";"21238.0483";"49778.3937";"21658.9516";"A10";"星海学院站";"A11";"综合商业北区站";"49507.78339999914,21238.04830000177,49507.901299998164,21238.144400000572,49493.07259999961,21261.08139999956,49503.61910000071,21318.586100000888,49513.2659999989,21352.362199999392,49556.39310000092,21440.55739999935,49573.86239999905,21468.55999999866,49631.219099998474,21530.441799998283,49688.0923999995,21591.266399998218,49737.70120000094,21635.72260000184,49761.52870000154,21658.47540000081,49778.3936999999,21658.951600000262"
228;"361A路";"482.996387";"50453.2105";"20542.5588";"50087.2367";"20838.1281";"A13";"省中医大学城医院站";"B17";"内环西路站1";"50453.21049999818,20542.558800000697,50418.074200000614,20570.767400000244,50374.095600001514,20616.581099998206,50324.72320000082,20659.390000000596,50256.586399998516,20700.218299999833,50204.22150000185,20723.431499999017,50132.59200000018,20765.12779999897,50090.13969999924,20812.148200001568,50087.23669999838,20838.128100000322"
229;"361A路";"1102.013827";"50087.2367";"20838.1281";"49778.4228";"21659.0266";"B17";"内环西路站1";"A11";"综合商业北区站";"50087.23669999838,20838.128100000322,50066.76199999824,20842.45089999959,50036.77299999818,20894.599599998444,50015.63850000128,20957.541400000453,50007.484799999744,20994.98369999975,50006.12339999899,21086.036299999803,49986.32090000063,21097.76550000161,49928.68820000067,21163.303100001067,49847.002099998295,21249.366000000387,49776.322200000286,21325.69590000063,49676.88610000163,21431.55620000139,49604.00800000131,21511.62209999934,49703.183699999005,21614.23680000007,49760.41230000183,21666.539599999785,49778.42280000076,21659.026599999517"
230;"361A路";"496.522993333925";"49778.4228";"21659.0266";"50136.8042";"22001.285";"A11";"综合商业北区站";"A28";"中大站";"49778.42280000076,21659.026599999517,49778.58940000087,21658.957100000232,49774.96220000088,21680.3136,49798.87550000101,21703.14110000059,49971.94440000132,21870.789400000125,50115.70630000159,22007.444400001317,50136.80420000106,22001.28500000015"
231;"361A路";"525.731943550612";"50136.8042";"22001.285";"50559.9404";"22287.3977";"A28";"中大站";"A27";"中环东路站";"50136.80420000106,22001.28500000015,50136.9833999984,22001.23270000145,50130.81819999963,22025.26909999922,50261.79639999941,22147.434799999,50335.09250000119,22210.4178000018,50399.09589999914,22249.333299998194,50470.081099998206,22281.275699999183,50543.57919999957,22303.68219999969,50559.94040000066,22287.397700000554"
232;"361A路";"1951.959233";"50559.9404";"22287.3977";"51392.2411";"22458.3542";"A27";"中环东路站";"A35";"广外正门站";"50559.94040000066,22287.397700000554,50560.03799999878,22287.300599999726,50575.882599998266,22309.93239999935,50621.107200000435,22316.26359999925,50703.19929999858,22316.337799999863,50775.75,22307.917199999094,50839.954700000584,22289.590900000185,50815.340700000525,22393.338399998844,50805.01850000024,22467.101500000805,50810.96200000122,22593.865200001746,50841.10830000043,22711.0951000005,50891.49020000175,22812.29089999944,50938.38500000164,22898.55739999935,51052.58700000122,23098.576400000602,51069.85940000042,23120.574799999595,51091.21070000157,23107.224899999797,51140.07209999859,23063.35790000111,51172.43679999933,23027.213899999857,51204.26069999859,22983.919300001115,51231.80700000003,22933.802600000054,51255.43820000067,22878.82090000063,51299.523099999875,22700.0011,51327.80160000175,22612.401799999177,51367.96209999919,22531.234999999404,51395.95179999992,22486.341200001538,51392.241099998355,22458.354200001806"
