"FID";"road_name";"distance";"prev_bus_stop_x";"prev_bus_stop_y";"bus_stop_x";"bus_stop_y";"prev_bus_stop_id";"prev_bus_stop";"bus_stop_id";"bus_stop";"coordinates"
139;"86路";"1197.932137";"49088.5502";"20225.7979";"49838.2769";"20247.3268";"B31";"西五路(中部枢纽)站";"B34";"南三路南站";"49088.550200000405,20225.797899998724,49112.3396999985,20211.200199998915,49147.44069999829,20175.14110000059,49194.56280000135,20132.862199999392,49243.84299999848,20093.85649999976,49272.2489,20071.2938000001,49536.05710000172,19848.41230000183,49593.65569999814,19827.308400001377,49619.31960000098,19823.315799999982,49644.98429999873,19826.7397999987,49637.86080000177,19869.60319999978,49635.41330000013,19921.604100000113,49642.300000000745,19978.685899998993,49660.403400000185,20040.665600001812,49671.941500000656,20064.4803000018,49687.213300000876,20096.00239999965,49802.547499999404,20233.3134999983,49817.48999999836,20245.798000000417,49838.27690000087,20247.326799999923"
140;"86路";"1048.301854";"50741.9809";"20178.9515";"51513.08";"20061.2196";"A14";"中心大街南站";"B22";"综合商业南区站";"50741.98090000078,20178.95149999857,50757.14090000093,20185.91860000044,50770.66640000045,20183.561099998653,50812.10310000181,20181.176800001413,50849.42529999837,20183.411600001156,50862.278200000525,20162.615499999374,50896.36450000107,20126.251699998975,50965.1083999984,20052.08410000056,51079.098700001836,19931.512200001627,51294.99469999969,20131.71480000019,51424.901299998164,19999.666799999774,51493.352499999106,20068.383999999613,51513.07999999821,20061.219599999487"
141;"86路";"369.691468347728";"51513.08";"20061.2196";"51698.2873";"20380.1415";"B22";"综合商业南区站";"B21";"华工站";"51513.07999999821,20061.219599999487,51518.492600001395,20096.699000000954,51557.22569999844,20148.188700001687,51568.42570000142,20166.852099999785,51621.77809999883,20255.532299999148,51654.44379999861,20320.993000000715,51677.53229999915,20380.12819999829,51698.28730000183,20380.14149999991"
142;"86路";"271.701086117114";"49838.2769";"20247.3268";"50048.5226";"20419.3734";"B34";"南三路南站";"B23";"南三路北站";"49838.27690000087,20247.326799999923,49837.8311999999,20262.92139999941,49918.01069999859,20329.132300000638,50027.191500000656,20418.11850000173,50048.52259999886,20419.373399998993"
143;"86路";"559.901156249121";"50048.5226";"20419.3734";"50463.4817";"20473.8414";"B23";"南三路北站";"B16";"省中医大学城医院站";"50048.52259999886,20419.373399998993,50056.923099998385,20442.324000000954,50243.77809999883,20595.707600001246,50324.72320000082,20659.390000000596,50351.71169999987,20636.761900000274,50384.9840000011,20606.209399998188,50426.43969999999,20559.292700000107,50466.1521999985,20496.66319999844,50463.48169999942,20473.841400001198"
144;"86路";"524.134357749613";"51698.2873";"20380.1415";"51813.1569";"20890.3508";"B21";"华工站";"B20";"华工生活区站";"51698.28730000183,20380.14149999991,51685.12000000104,20402.145399998873,51703.2965000011,20459.53730000183,51727.12029999867,20562.9384999983,51733.51110000163,20626.349199999124,51739.99540000036,20665.09160000086,51743.017200000584,20723.758600000292,51750.23039999977,20773.030799999833,51764.91710000113,20826.21680000052,51785.759700000286,20879.702899999917,51813.15689999983,20890.35080000013"
145;"86路";"277.366606";"48973.6076";"20475.9974";"49088.5502";"20225.7979";"A05";"中部枢纽站";"B31";"西五路(中部枢纽)站";"48973.607599999756,20475.99740000069,48993.04639999941,20442.526099998504,49018.57649999857,20359.883900001645,49042.76550000161,20312.1688000001,49081.115100000054,20252.665399998426,49088.550200000405,20225.797899998724"
146;"86路";"427.700627";"50463.4817";"20473.8414";"50741.9809";"20178.9515";"B16";"省中医大学城医院站";"A14";"中心大街南站";"50463.48169999942,20473.841400001198,50479.46719999984,20469.519200000912,50496.92370000109,20429.060699999332,50518.12110000104,20364.705600000918,50532.846200000495,20336.971599999815,50599.76830000058,20257.883600000292,50643.65630000085,20227.849399998784,50676.95479999855,20208.938799999654,50707.633900001645,20197.212600000203,50738.898299999535,20189.34470000118,50741.98090000078,20178.95149999857"
147;"86路";"576.580786";"51813.1569";"20890.3508";"51982.852";"21372.0293";"B20";"华工生活区站";"B32";"东三路站";"51813.15689999983,20890.35080000013,51797.68719999865,20904.830899998546,51803.12440000102,20915.70300000161,51857.11080000177,21012.16369999945,51878.17790000141,21064.6763000004,51893.64669999853,21138.933800000697,51897.35390000045,21176.602499999106,51900.539400000125,21209.152199998498,51899.707400001585,21260.46950000152,51893.43290000036,21297.740499999374,51880.87280000001,21342.939699999988,51973.98669999838,21377.33199999854,51982.85200000182,21372.02930000052"
148;"86路";"561.297794";"51982.852";"21372.0293";"52463.1482";"21600.9787";"B32";"东三路站";"C03";"大学城(广中医)总站";"51982.85200000182,21372.02930000052,51993.41389999911,21384.50780000165,52052.415199998766,21406.300400000066,52147.6922999993,21442.746399998665,52282.29439999908,21493.84059999883,52467.904599998146,21563.44040000066,52463.14820000157,21600.978700000793"
149;"大学城专线2";"507.32856";"52463.1482";"21600.9787";"52016.3978";"21403.7541";"C03";"大学城(广中医)总站";"A29";"东三路站";"52463.14820000157,21600.978700000793,52454.11389999837,21566.33999999985,52399.57330000028,21538.73999999836,52315.74760000035,21517.367899999022,52128.67949999869,21445.033599998802,52060.10310000181,21414.01080000028,52030.87260000035,21402.946400001645,52023.080899998546,21399.123300001025,52016.39779999852,21403.754099998623"
150;"大学城专线2";"771.626273";"49687.5297";"19752.3305";"49116.1804";"20221.0251";"B10";"美术学院站";"A30";"西五路(中部枢纽)站";"49687.52969999984,19752.330499999225,49673.58229999989,19760.286299999803,49647.27699999884,19825.832499999553,49645.555900000036,19830.04520000145,49636.29360000044,19828.43219999969,49617.28020000085,19825.469099998474,49586.5298999995,19832.218600001186,49545.75409999862,19847.106600001454,49535.50010000169,19850.762299999595,49494.42210000008,19883.838199999183,49332.857799999416,20025.901000000536,49206.68809999898,20127.965300001204,49152.10289999843,20175.229899998754,49129.200599998236,20198.561200000346,49112.17399999872,20214.95300000161,49116.18039999902,20221.025100000203"
151;"大学城专线2";"498.167459";"50049.2263";"19725.5633";"49687.5297";"19752.3305";"A23";"中环西路站";"B10";"美术学院站";"50049.226300001144,19725.56329999864,50043.84329999983,19708.961599998176,49938.82229999825,19665.44929999858,49834.655900001526,19598.67330000177,49808.37150000036,19581.71559999883,49782.89589999989,19616.42430000007,49767.213799998164,19639.567499998957,49720.216299999505,19693.182500001043,49686.89620000124,19740.51709999889,49687.52969999984,19752.330499999225"
152;"大学城专线2";"855.057035005907";"50893.4849";"19756.1122";"50049.2263";"19725.5633";"A24";"广工站";"A23";"中环西路站";"50893.48490000144,19756.112199999392,50889.3264000006,19739.63870000094,50759.41649999842,19730.345199998468,50696.593600001186,19730.134100001305,50574.819499999285,19739.424699999392,50473.71719999984,19751.315999999642,50409.7034999989,19757.4263000004,50284.43730000034,19760.379599999636,50209.54120000079,19752.958299998194,50091.38039999828,19730.208099998534,50068.00319999829,19719.16470000148,50049.226300001144,19725.56329999864"
153;"大学城专线2";"595.899529";"49116.1804";"20221.0251";"49399.8138";"20537.9693";"A30";"西五路(中部枢纽)站";"A09";"华师站";"49116.18039999902,20221.025100000203,49105.118599999696,20224.734700001776,49066.60860000178,20278.38030000031,49026.57389999926,20351.000500001013,49025.08999999985,20357.322399999946,49038.24610000104,20361.794599998742,49148.191899999976,20390.634500000626,49206.64930000156,20413.60590000078,49287.86690000072,20457.53220000118,49354.420099999756,20511.216200001538,49379.50600000098,20536.922800000757,49384.45960000157,20543.582100000232,49399.813799999654,20537.96930000186"
154;"大学城专线2";"704.996237528959";"51495.7515";"20094.6927";"50893.4849";"19756.1122";"A19";"综合商业南区站";"A24";"广工站";"51495.751499999315,20094.692699998617,51500.46779999882,20080.784499999136,51458.083000000566,20034.669900000095,51418.4039000012,19996.577399998903,51378.32169999927,19962.702199999243,51312.93120000139,19911.450300000608,51279.0540000014,19889.40529999882,51207.789799999446,19844.459399998188,51152.46249999851,19818.968100000173,51069.06679999828,19784.9477000013,50982.9112999998,19759.774900000542,50903.35909999907,19744.324200000614,50893.48490000144,19756.112199999392"
155;"大学城专线2";"292.545342967005";"51643.5642";"20347.149";"51495.7515";"20094.6927";"A20";"华工站";"A19";"综合商业南区站";"51643.564199998975,20347.14900000021,51653.023899998516,20328.450599998236,51631.7173999995,20280.296900000423,51615.42350000143,20250.719599999487,51599.512099999934,20223.672699999064,51564.5672999993,20169.568900000304,51540.87819999829,20134.062199998647,51524.57629999891,20107.014299999923,51506.289999999106,20090.504000000656,51495.751499999315,20094.692699998617"
156;"大学城专线2";"725.822574992831";"49399.8138";"20537.9693";"49507.7391";"21238.0704";"A09";"华师站";"A10";"星海学院站";"49399.813799999654,20537.96930000186,49392.04230000079,20551.832299999893,49417.98209999874,20584.818300001323,49451.74689999968,20642.18789999932,49458.14079999924,20655.811599999666,49468.039000000805,20672.293299999088,49497.95870000124,20741.987599998713,49515.283100001514,20815.119600001723,49520.10280000046,20863.535500001162,49521.402800001204,20914.15430000052,49520.17339999974,20932.49769999832,49514.596999999136,20998.171900000423,49507.68430000171,21024.509700000286,49498.68800000101,21091.965300001204,49490.501699998975,21211.094200000167,49492.38800000027,21231.065999999642,49507.73910000175,21238.07039999962"
157;"大学城专线2";"564.522994660759";"51771.1943";"20894.7033";"51643.5642";"20347.149";"A21";"华工生活区站";"A20";"华工站";"51771.194299999624,20894.703299999237,51777.69839999825,20874.646099999547,51755.26630000025,20812.147700000554,51745.2489,20772.466699998826,51736.84290000051,20716.76379999891,51738.48779999837,20690.618299998343,51730.91319999844,20618.891199998558,51719.38089999929,20564.865600001067,51692.42949999869,20451.73919999972,51673.15289999917,20379.12970000133,51661.158700000495,20347.035300001502,51643.564199998975,20347.14900000021"
158;"大学城专线2";"527.639908483475";"49507.7391";"21238.0704";"49778.4393";"21659.0396";"A10";"星海学院站";"A11";"综合商业北区站";"49507.73910000175,21238.07039999962,49507.901299998164,21238.144400000572,49494.64600000158,21257.224500000477,49506.110599998385,21332.342500001192,49544.07169999927,21419.360300000757,49597.67020000145,21497.151200000197,49620.99859999865,21523.382100000978,49731.47549999878,21630.04679999873,49768.04349999875,21664.75820000097,49778.43930000067,21659.039599999785"
159;"大学城专线2";"1777.336938";"52016.3978";"21403.7541";"51771.1943";"20894.7033";"A29";"东三路站";"A21";"华工生活区站";"52016.39779999852,21403.754099998623,52012.955499999225,21392.76319999993,51974.36659999937,21379.978900000453,51910.05310000107,21357.82939999923,51884.71759999916,21348.88659999892,51879.240899998695,21353.50800000131,51872.13580000028,21378.792199999094,51854.86070000008,21411.634700000286,51839.58419999853,21429.71990000084,51789.862500000745,21481.434399999678,51759.359799999744,21502.000100001693,51661.96990000084,21572.957699999213,51499.789000000805,21689.67379999906,51480.23449999839,21703.316500000656,51468.70859999955,21707.9178000018,51462.84549999982,21711.272900000215,51459.32629999891,21713.36950000003,51456.23380000144,21704.5011,51464.43930000067,21700.73290000111,51538.35590000078,21648.677999999374,51658.04060000181,21561.34450000152,51760.109700001776,21491.246899999678,51803.53049999848,21457.64900000021,51845.835000000894,21407.175000000745,51867.80970000103,21368.865100000054,51876.46489999816,21346.960999999195,51881.19929999858,21330.948800001293,51895.85040000081,21264.354100000113,51897.9710999988,21211.637400001287,51895.352099999785,21176.62009999901,51886.175599999726,21117.960599999875,51880.022500000894,21089.67980000004,51863.399099998176,21041.118400000036,51847.50939999893,21007.322099998593,51822.69849999994,20956.6240000017,51800.96620000154,20919.433800000697,51792.436599999666,20902.53319999948,51771.194299999624,20894.703299999237"
161;"大学城专线3";"977.8294";"49031.0284";"20268.3047";"48608.8109";"20108.1057";"C06";"大学城(中部枢纽)总站";"A04";"广大站";"49031.028400000185,20268.30469999835,49047.066899999976,20272.36120000109,49061.936000000685,20274.520500000566,49069.26900000125,20269.536600001156,49081.76909999922,20250.071899998933,49097.9365000017,20227.72049999982,49120.224100001156,20198.271899998188,49174.528400000185,20147.8423999995,49192.134899999946,20133.139800000936,49194.092099998146,20131.037099998444,49192.88509999961,20127.07919999957,49183.88109999895,20120.98699999973,49157.35869999975,20102.181299999356,49142.27699999884,20090.269200000912,49128.1726000011,20077.568300001323,49096.080499999225,20046.3563000001,49075.89999999851,20027.045899998397,49073.71999999881,20022.55739999935,49070.05779999867,20023.862300001085,49052.2023999989,20040.145799998194,49010.129000000656,20079.280900001526,48986.6539000012,20098.708399999887,48912.84349999949,20148.017499998212,48818.50470000133,20210.70120000094,48797.48589999974,20224.86499999836,48785.02639999986,20231.6772999987,48780.87110000104,20234.29879999906,48775.02980000153,20230.852699998766,48767.25120000169,20222.65410000086,48742.92920000106,20202.275899998844,48720.308699999005,20183.48429999873,48708.87640000135,20173.955099999905,48678.71970000118,20147.75789999962,48638.11659999937,20108.87220000103,48626.43789999932,20100.396899998188,48608.81089999899,20108.10570000112"
